labels,LB,AC,FM,UC,ASTV,MSTV,ALTV,MLTV,DL,DS,DP,Width,Min,Max,Nmax,Nzeros,Mode,Mean,Median,Variance,Tendency
anomaly,0.7407407407407407,0.0,0.005319148936170213,0.0,0.8918918918918919,0.0,0.6263736263736264,0.08481262327416172,0.0,0.0,0.0,0.04,0.7981651376146789,0.23275862068965517,0.05555555555555555,0.0,0.6416666666666667,0.6060606060606061,0.5729166666666666,0.0,0.5
anomaly,0.7777777777777778,0.0,0.02127659574468085,0.0,0.8108108108108109,0.014705882352941173,0.6483516483516484,0.08481262327416172,0.0,0.0,0.0,0.05142857142857143,0.8165137614678899,0.2672413793103448,0.05555555555555555,0.0,0.6916666666666667,0.6565656565656566,0.625,0.0,1.0
anomaly,0.7037037037037037,0.038461538461538464,0.0,0.23529411764705882,0.43243243243243246,0.08823529411764708,0.02197802197802198,0.23471400394477318,0.0,0.0,0.0,0.16,0.7798165137614679,0.39655172413793105,0.2222222222222222,0.0,0.7916666666666666,0.7474747474747475,0.7291666666666666,0.02564102564102564,1.0
anomaly,0.7407407407407407,0.0,0.005319148936170213,0.0,0.7162162162162162,0.04411764705882353,0.3516483516483517,0.18737672583826429,0.0,0.0,0.0,0.16,0.7614678899082569,0.3793103448275862,0.2222222222222222,0.0,0.7166666666666667,0.6868686868686869,0.6666666666666666,0.005128205128205128,0.5
anomaly,0.7777777777777778,0.0,0.0,0.0,0.6891891891891891,0.029411764705882356,0.32967032967032966,0.17357001972386588,0.0,0.0,0.0,0.17142857142857143,0.6513761467889908,0.29310344827586204,0.16666666666666666,0.1,0.6916666666666667,0.6666666666666666,0.6354166666666666,0.005128205128205128,1.0
anomaly,0.7407407407407407,0.0,0.028368794326241134,0.0,0.7297297297297297,0.04411764705882353,0.4175824175824176,0.252465483234714,0.0,0.0,0.0,0.6228571428571429,0.22018348623853212,0.5689655172413793,0.3333333333333333,0.0,0.6666666666666666,0.6363636363636364,0.6041666666666666,0.010256410256410256,0.5
anomaly,0.6111111111111112,0.07692307692307693,0.014184397163120567,0.0,0.581081081081081,0.08823529411764708,0.08791208791208792,0.1755424063116371,0.0,0.0,0.0,0.3314285714285714,0.7064220183486238,0.5862068965517241,0.3888888888888889,0.1,0.6416666666666667,0.6363636363636364,0.59375,0.020512820512820513,0.0
anomaly,0.5370370370370371,0.0,0.026595744680851064,0.11764705882352941,0.7432432432432432,0.014705882352941173,0.7362637362637363,0.10848126232741617,0.0,0.0,0.0,0.13142857142857142,0.6055045871559633,0.1896551724137931,0.2222222222222222,0.0,0.575,0.5252525252525253,0.4895833333333333,0.0,1.0
anomaly,0.7777777777777778,0.0,0.005319148936170213,0.0,0.7837837837837838,0.014705882352941173,0.7582417582417582,0.10059171597633135,0.0,0.0,0.0,0.07428571428571429,0.7889908256880734,0.27586206896551724,0.16666666666666666,0.0,0.6916666666666667,0.6565656565656566,0.625,0.0,1.0
anomaly,0.48148148148148145,0.07692307692307693,0.0,0.5882352941176471,0.2972972972972973,0.14705882352941177,0.0,0.2445759368836292,0.0625,0.0,0.25,0.5771428571428572,0.10091743119266056,0.3879310344827586,0.16666666666666666,0.1,0.26666666666666666,0.41414141414141414,0.4270833333333333,0.5948717948717949,1.0
anomaly,0.6296296296296297,0.0,0.01950354609929078,0.0,0.8918918918918919,0.0,0.945054945054945,0.0670611439842209,0.0,0.0,0.0,0.017142857142857144,0.7889908256880734,0.1896551724137931,0.05555555555555555,0.0,0.6166666666666667,0.5757575757575758,0.53125,0.0,0.5
anomaly,0.7777777777777778,0.0,0.0,0.5294117647058824,0.43243243243243246,0.058823529411764705,0.2087912087912088,0.13609467455621302,0.0,0.0,0.0,0.08,0.9174311926605505,0.4051724137931034,0.05555555555555555,0.0,0.8,0.7878787878787878,0.7604166666666666,0.0,0.5
